template page,Line Code,Category,Internal Description,Include,Unit Cost,Unit,Total Cost,Summed_Totals,Dimension,description (title),Calculations,Description (notes),Description (additional guidance),Description5
0,cd1@,client details (address) ,Client Address,Y,,,,0,,"29 Arlington Road, W5 9EF",,,,
0,todays_date@,date of proposal ,Date,Y,,,,0,,31.08.24,,,,
0,img1,image ,Cover Image,Y,,,,0,,https://drive.google.com/uc?export=view&id=1hmE_iO_932ral6tv58ssqoKEHKpXkoww,,,,
1,sn1#,special notes,Client Site Preparation,Y,,,0.00,0,,CLIENT SITE PREPARATION ,,,,
1,sn1a,special notes,Client Site Preparation (notes) ,Y,,,0.00,0,,,,"– It is the client’s responsibility to arrange for the uplift and/or removal of carpet and personal items prior to works commencing. Should this not be done then the building team will sheet over the existing carpet. Any furniture that is to remain, is to be protected by the client. Plus Rooms do not guarantee against damage or dust ingress.",,
1,sn2#,special notes,"New Patio, Decking or Steps ",Y,,,0.00,0,,"NEW PATIO, DECKING OR STEPS ",,,,
1,sn2a,special notes,"New Patio, Decking or Steps (notes)",Y,,,0.00,0,,,,"– The quotation has not made any allowance for an external decking, patio or steps leading out to the garden. This can be priced on site direct by either the finishing’s team or foreman as directed by your project co-ordinator.",,
1,sn3#,special notes,Existing Decking & Fences ,Y,,,0.00,0,,EXISTING DECKING & FENCES,,,,
1,sn3a,special notes,Existng Decking & Fences (notes) ,Y,,,0.00,0,,,," – Any existing decking and fences will be removed and disposed of as part of the works. If you would like to retain any decking or fences, please arrange for these to be removed and safely stored prior to the commencement of the works.",,
1,sn4#,special notes,Garden,Y,,,0.00,0,,GARDEN,,,,
1,sn4a,special notes,Garden (notes) ,Y,,,0.00,0,,,,"– Please be aware that the we will need to use your front & rear garden as a working area for the purposes of constructing the extension and storing the materials during the works. This will cause damage to garden, particularly the grass, and we would ask that any plants you which to retain are removed and safely stored prior to works commencing. It is advisable to allow a budget for re-turfing once the works are complete. ",,
1,sn4b*,special notes,Garden (advisory) ,Y,,,0.00,0,,,,,*PLEASE NOTE – THAT IF YOU HAVE SYNTHETIC GRASS WE RECOMMEND THAT IT IS UPLIFTED AND REMOVED PRIOR TO WORKS COMMENCING AS WE CANNOT GUARANTEE IT WILL NOT GET DAMAGED.,
1,sn5#,special notes,House Alarms,Y,,,0.00,0,,HOUSE ALARMS,,,,
1,sn5a,special notes,House Alarms (notes) ,Y,,,0.00,0,,,, – It is the client’s responsibility to disconnect or relocate the alarm sensors prior to works taking place. Plus Rooms do not take any responsibility/ liability for damage caused to the existing system.   ,,
1,sn6#,special notes,Access Areas & Front Door Re-decorating,Y,,,0.00,0,,ACCESS AREAS & FRONT DOOR RE-DECORATING,,,,
1,sn6a,special notes,Access Areas & Front Door Re-decorating (notes),Y,,,0.00,0,,,," – The client will need to budget for redecorating the ground floor hallway, front door and any other area used for access once the building works have been completed. This can be priced for by the finishing team. The company recommends the client take up floor coverings where possible. We will endeavour to protect any non-removable floor coverings but we are not liable for any damage. ",,
1,sn6b*,special notes,Access Areas & Front Door Re-decorating (advisory),Y,,,0.00,0,,,,,"*PLEASE NOTE – IF YOU HAVE AN OLD LOCKING SYSTEM TO THE FRONT DOOR, THERE IS A POSSIBILITY THAT THIS WILL NEED TO BE REPLACED AT THE END OF THE PROJECT.  ",
1,sn7#,special notes,Original Cornicing,Y,,,0.00,0,,ORIGINAL CORNICING,,,,
1,sn7a,special notes,Original Cornicing (notes) ,Y,,,0.00,0,,,," – Plus Rooms are not responsible for any damage to existing architrave skirting boards, coving, dado and picture rails or similar. The cost to repair/ replace such items is to be priced directly by the finishing’s team or others.",,
1,sn8#,special notes,Cracking,Y,,,0.00,0,,CRACKING ,,,,
1,sn8a,special notes,Cracking (notes) ,Y,,,0.00,0,,,,– It is reasonable to assume that cracks will occur when supporting walls are removed and steel beams are inserted. Plus Rooms are responsible for all structural cracking. Cosmetic cracks and hairline cracks that require filling and painting fall under decoration works and can be priced for by the finishings team.,,
1,sn9#,special notes,"Trees, Hedges & Flowers",Y,,,0.00,0,,"TREES, HEDGES & FLOWERS",,,,
1,sn9a,special notes,"Trees, Hedges & Flowers (notes) ",Y,,,0.00,0,,,, – It’s the client’s responsibility to arrange for any trees and hedges to be removed prior to the building works starting should they be inside or within close proximity to where the building works are to take place. Any flowers or plants not removed will be skipped as part of the demolition.,,
1,sn10#,special notes,Gas/Electric Metres,Y,,,0.00,0,,GAS/ ELECTRIC METRES,,,,
1,sn10a,special notes,Gas/Electric Metres (notes),Y,,,0.00,0,,,, – If the gas or/ and the electric metre is positioned in a location where the building works are taking place then it is the clients responsibility to arrange for their suppliers to relocate them.,,
1,sn11#,special notes,Facilities ,Y,,,0.00,0,,FACILITIES ,,,,
1,sn11a,special notes,Facilities (notes) ,Y,,,0.00,0,,,,– This quotation is based on the understanding that a WC will be made available for the Plus Rooms team throughout the project. If this is not possible then it will be the client’s responsibility to provide a port-a-loo.  ,,
1,sn12#,special notes,Client to Vacate,N,,,0.00,0,,CLIENT TO VACATE,,,,
1,sn12a,special notes,Client to Vacate (notes),N,,,0.00,0,,,, – The quotation is based on the understanding that the property will be vacant for the duration of the building works.,,
2,dm1@,dimensions,Approximate extension size in metres (enter numbers only!) ,Y,,,,0,6.2m,,,6.2m,,
2,dm2@,dimensions,Rear depth from the original rear wall,N,,,,0,metres rear depth from the original rear wall,,,metres rear depth from the original rear wall,,
2,dm3@,dimensions,Full width of wall ,Y,,,,0,5.5 metres full width with ,,,5.5 metres full width with ,,
2,dm4@,dimensions,Metres width in wall side return.,Y,,,,0,2.6 metres width in the side return,,,2.6 metres width in the side return,,
2,nb1#,Neighbours,Left side neighbour door number/name,Y,,,,0,,,,Neighbours No.27:,,
2,nb2#,Neighbours,Right side neighbour door number/name,N,,,,0,,,,Neighbour No XY:,,
2,bl1^,Boundary line ,Construct the new wall up to the boundary line. (left side),Y,,,,0,,,,Construct the new wall up to the boundary line. ,,
2,bl2^,Boundary line ,Construct the new wall up to/inside the boundary line (left side),N,,,,0,,,,Construct the new wall up to/inside the boundary line.,,
2,bl3^,Boundary line ,Construct using the neighbour's party wall (left side),N,,,,0,,,,Construct using the neighbour's party wall.,,
2,bl4^,Boundary line ,Construct the wall in line with the side of the house (left side),N,,,,0,,,,Construct the wall in line with the side of the house.,,
2,bl5^,Boundary line ,Construct using the existing party wall (3.00m) (left side),N,,,,0,,,,Construct using the existing party wall (3.00m).,,
2,bl6^,Boundary line ,Construct a new insulated cavity wall for the remaining 3.00m over the party wall line - straddling the boundary (left side),Y,,,,0,,,,Construct a new insulated cavity wall for the remaining 3.00m over the party wall line - straddling the boundary.,,
2,bl7^,Boundary line ,Construct the new wall up to the boundary line (right side),N,,,,0,,,,Construct the new wall up to the boundary line. ,,
2,bl8^,Boundary line ,Construct the new wall up to/inside the boundary line (right side),N,,,,0,,,,Construct the new wall up to/inside the boundary line.,,
2,bl9^,Boundary line ,Construct using the neighbour's party wall (right side),N,,,,0,,,,Construct using the neighbour's party wall.,,
2,bl10^,Boundary line ,Construct the wall in line with the side of the house (right side),N,,,,0,,,,Construct the wall in line with the side of the house.,,
2,bl11^,Boundary line ,Construct using the existing party wall (3.00m) (right side),N,,,,0,,,,Construct using the existing party wall (3.00m).,,
2,bl12^,Boundary line ,Construct a new insulated cavity wall for the remaining 3.00m over the party wall line - straddling the boundary (right side),N,,,,0,,,,Construct a new insulated cavity wall for the remaining 3.00m over the party wall line - straddling the boundary.,,
2,bs1@,Basement ,The property does have a basement ,N,,,,0,,,,The property does have a basement.,,
2,bs2@,Basement ,The property does not have a basement,Y,,,,0,,,,The property does not have a basement.,,
2,cs1#,Council status,Local Council ,Y,,,,0,,,,Ealing,,
2,cs2^,Council status,Property is located within a conservation area,N,,,,0,,,,Property is located within a conservation area.,,
2,cs3^,Council status,Property is not located within a conservation area,Y,,,,0,,,,Property is not located within a conservation area.,,
2,pp1@,planning permission ,Planning permission will be required,Y,,,,0,,,,Planning permission will be required,,
2,pp2@,planning permission ,Planning permission will not be required,N,,,,0,,,,Planning permission will not be required,,
2,pp3@,planning permission ,Planning permission has been obtained,N,,,,0,,,,Planning permission has been obtained,,
2,pp4@,planning permission ,Planning permission has not been obtained,N,,,,0,,,,Planning permission has not been obtained,,
2,pp5@,planning permission ,Planning permission will be required if constructing with permitted development,N,,,,0,,,,Planning permission will be required if constructing with permitted development,,
2,pp6@,planning permission ,Planning permission will not be required if constructing with permitted development,N,,,,0,,,,Planning permission will not be required if constructing with permitted development,,
2,pp7@,planning permission ,Planning permission will be required as the extension exceeds 3.00 metres from the back of the original rear wall of the house as defined by Council,N,,,,0,,,,Planning permission will be required as the extension exceeds 3.00 metres from the back of the original rear wall of the house as defined by Council,,
2,pp8@,planning permission ,Planning permission will not be required as the extension does not exceed 3.00 metres from the back of the original rear wall of the house as defined by Council,N,,,,0,,,,Planning permission will not be required as the extension does not exceed 3.00 metres from the back of the original rear wall of the house as defined by Council,,
2B,bw0^,Building works,Demolish the existing extension as per the description in the further requirements section,N,"£5,000.00",1.00,"5,000.00",0,,,,Demolish the existing extension as per the description in the further requirements section.,,
2B,bw1^,Building works,Extend the kitchen into the side return to finish flush with the rear wing/ back wall,Y,"£5,000.00",1.00,"5,000.00",0,,,,Extend the kitchen into the side return to finish flush with the rear wing/ back wall.,,
2B,bw2^,Building works,Extend the kitchen into the side return to finish short from the original back wall,N,"£5,000.00",1.00,"5,000.00",0,,,,Extend the kitchen into the side return to finish short from the original back wall.,,
2B,bw3^,Building works,Extend the kitchen towards the rear garden,N,"£5,000.00",1.00,"5,000.00",0,,,,Extend the kitchen towards the rear garden.,,
2B,bw4^,Building works,Create a courtyard/light well,N,"£5,000.00",1.00,"5,000.00",0,,,,Create a courtyard/light well approx. size is <dm6> metres by <dm7> metres.,,
2B,bw5^,Building works,Extend into the side return and towards the rear creating a 'wrap-a-round' extension.,N,"£5,000.00",1.00,"5,000.00",0,,,,Extend into the side return and towards the rear creating a 'wrap-a-round' extension.,,
2B,bw6^,Building works,Construct a central rear pitched gable end roof vaulting the internal ceiling.,N,"£5,000.00",1.00,"5,000.00",0,,,,Construct a central rear pitched gable end roof vaulting the internal ceiling.,,
2B,bw7^,Building works,Construct an acentric gable end roof vaulting the internal ceiling.,N,"£5,000.00",1.00,"5,000.00",0,,,,Construct an acentric gable end roof vaulting the internal ceiling.,,
2B,bw8^,Building works,Construct a triple pitched crown roof vaulting the internal ceiling.,N,"£5,000.00",1.00,"5,000.00",0,,,,Construct a triple pitched crown roof vaulting the internal ceiling.,,
2B,bw9^,Building works,Construct a timber framed flat roof...,N,"£5,000.00",1.00,"5,000.00",0,,,,Construct a timber framed flat roof.,,
2B,bw10^,Building works,Construct a timber framed mono pitched roof...,Y,"£5,000.00",1.00,"5,000.00",0,,,,Construct a timber framed mono pitched roof.,,
2B,bw11^,Building works,Construct a timber framed pitched-hip roof...,N,"£5,000.00",1.00,"5,000.00",0,,,,Construct a timber framed pitched-hip roof similar to the front page and 3D image above.,,
2B,bw13^,Building works,Create an over-hanging canopy...,N,"£5,000.00",1.00,"5,000.00",0,,,,Create an over-hanging canopy (approx. 40cm) that is to run flush with the internal ceiling.,,
2B,bw14^,Building works,"Create a contemporary, clean lined extension...",N,"£5,000.00",1.00,"5,000.00",0,,,,"Create a contemporary, clean lined extension that is to be consistent with the look and style of the image on the front page.",,
2B,bw15^,Building works,Conceal the flank and rear wall steels within the ceiling as best as possible..,N,"£3,245.00",1.00,"3,245.00",0,,,,Conceal the flank and rear wall steels within the ceiling as best as possible. This allows for the creation of 2 holes within the beam accommodating 1st floor bathroom pipes,,
2B,bw16^,Building works,Glass Valley Construction,Y,"£1,600.00",1.00,"1,600.00",0,,,,Glass Valley Construction,,
2B,bw17^,Building Works ,Plaster whole house,N,"£13,000.00",1.00,"13,000.00",0,,,,Plaster whole house,,
2B,bw18^,Building Works ,Remove and replace the existing kitchen floor,N,"£7,000.00",1.00,"7,000.00",0,,,,Remove and replace the existing kitchen floor,,
2B,bw19^,Building Works ,Conceal / raise flank and rear wall steels ,N,"£3,500.00",1.00,"3,500.00",0,,,,Conceal / raise flank and rear wall steels ,,
2B,bw20^,Building Works ,"Conceal / raise flank, rear wall and chimney steels",N,"£4,655.00",1.00,"4,655.00",0,,,,"Conceal / raise flank, rear wall and chimney steels",,
2B,bw21^,Building Works,Divide up part of the kitchen to create a new utility room,Y,"£5,000.00",1.00,"5,000.00",0,,,,Divide up part of the kitchen to create a new utility room,,
2B,bw22^,Building Works,Create an understairs WC as per the floorplan,Y,"£5,000.00",1.00,"5,000.00",0,,,,Create an understairs WC as per the floorplan.,,
2B,bw23^,Building Works,Relocate the existing staircase and lower the understairs floor level,Y,"£5,000.00",1.00,"5,000.00",0,,,,Relocate the existing staircase and lower the understairs floor level.,,
2B,img2,images,Building works ,Y,,,,0,,,,https://drive.google.com/uc?export=view&id=1eOYHyUxDzdt-Cok1277T2GA5TeKJ3mgX,,
3,ew1^,external wall finish & height  ,"All side and rear elevation work to the new extension will be new, mock yellow stocks",Y,"£5,000.00",1.00,"5,000.00",0,,,,"All side and rear elevation work to the new extension will be new, mock yellow stocks.",,
3,ew2^,external wall finish & height  ,New brickwork to be toothed and bonded to existing,Y,"£5,000.00",1.00,"5,000.00",0,,,,New brickwork to be toothed and bonded to existing. ,,
3,ew3^,external wall finish & height  ,Blockwork with a rendered finish facing the garden and neighbour,N,"£5,000.00",1.00,"5,000.00",0,,,,Blockwork with a rendered finish facing the garden and neighbour.,,
3,er1#,external roofing finish,Pitched Roof - New Eternit (dark grey) slates,Y,"£5,000.00",1.00,"5,000.00",0,,PITCHED ROOF,,,,
3,er1a^,external roofing finish,Pitched Roof - New Eternit (dark grey) slates (notes),Y,,,,0,,,,New Eternit (dark grey) slates.,,
3,er2#,external roofing finish,Flat Roof - GRP (fibre glass). Fibreglass trim.,N,"£5,000.00",1.00,"5,000.00",0,,FLAT ROOF ,,,,
3,er2a^,external roofing finish,Flat Roof - GRP (fibre glass). Fibreglass trim (notes),N,,,,0,,,,GRP (fibre glass). Fibreglass trim.,,
3,er3#,external roofing finish,Facia - Black or white timber facia. Customer can decide,Y,"£5,000.00",1.00,"5,000.00",0,,FACIA,,,,
3,er3a^,external roofing finish,Facia - Black or white timber facia. Customer can decide (notes),Y,,,,0,,,,Black or white timber facia. Customer can decide.,,
3,fs1#,floor structure,New Extension  – New concrete insulated floor to be installed,Y,"£5,000.00",1.00,"5,000.00",0,,NEW EXTENSION,,,,
3,fs1a^,floor structure,New Extension - New concrete insulated floor to be installed.(notes),Y,,,,0,,,,New concrete insulated floor to be installed.,,
3,fs2#,floor structure,Existing Property - All existing floors to remain in place...,N,"£5,000.00",1.00,"5,000.00",0,,EXISTING PROPERTY,,,,
3,fs2a^,floor structure,Existing Property - All existing floors to remain in place...(notes),N,,,,0,,,, – All existing floors to remain in place unless specifically stated in the ‘Further Requirements’ or ‘Additional Building Items’ section of this document. ,,
3,fs3#,floor structure,Existing Extension - Existing extension floor to remain in place,N,"£5,000.00",1.00,"5,000.00",0,,EXISTING EXTENSION,,,,
3,fs3a^,floor structure,Existing Extension - Existing extension floor to remain in place. (notes),N,,,,0,,,,Existing extension floor to remain in place. ,,
3,fs4#,floor structure,Existing Externsion - Remove existing floor and install new...,N,"£5,000.00",1.00,"5,000.00",0,,EXISTING EXTENSION,,,,
3,fs4a^,floor structure,Existing Extension - Remove existing floor and install new (notes),N,,,,0,,,,Remove existing floor and install new concrete insulated floor,,
3,ps1#,plastering,New/Existing Extension - Plasterboard and skim walls and ceilings,Y,"£5,000.00",1.00,"5,000.00",0,,NEW/EXISTING EXTENSION ,,,,
3,ps1a^,plastering,New/Existing Exstension - Plasterboard and skim walls and ceilings. (notes),Y,,,,0,,,,Plasterboard and skim walls and ceilings.,,
3,ps2#,plastering ,Existing/New Extension - Plasterboard and skim ceilings. Plaster skim walls,Y,"£5,000.00",1.00,"5,000.00",0,,EXISTING KITCHEN/EXTENSION ,,,,
3,ps2a^,plastering ,Existing/New Extension - Plasterboard and skim ceilings. Plaster skim walls (notes),Y,,,,0,,,,Plasterboard and skim ceilings. Plaster skim walls.,,
3,ps2b*,plastering ,Existing/New Extension - Plasterboard and skim ceilings. Plaster skim walls (guidance),Y,,,,0,,,,,*PLEASE NOTE – THIS ASSUMES THE KITCHEN OR EXISTING EXTENSION WILL BE OPEN-PLANNED TO THE NEW EXTENSION.,
3,ps3#,plastering ,Existing Property - No plastering allowed for the existing property...,Y,"£5,000.00",1.00,"5,000.00",0,,EXISTING PROPERTY,,,,
3,ps3a^,plastering ,Existing Property - No plastering allowed for the existing property (notes),Y,,,,0,,,,"No plastering allowed for the existing property unless specifically stated in the ""Further Requirements"" or ""Additional Building Items"" sections of this document",,
3,id1^,Internal doors,Internal Pocket door system (supply and install) ,N,"£1,700.00",1.00,"1,700.00",0,,,,Internal Pocket door system (supply and install) ,,
3,id2^,Internal doors,Supply fire rated doors (complete the number of doors below if required) ,Y,"£2,500.00",1.00,"2,500.00",0,,,,Supply 1 x standard four panel FIRE RATED doors and door liners to kitchen,,
3,id3^,Internal doors,Supply non-fire rated doors (complete the number of doors below if required) ,Y,"£1,500.00",2.00,"3,000.00",0,,,,"Supply 1 x standard four panel NON – FIRE RATED doors and door liners to kitchen, utility & WC",,
3,id4^,Internal doors,Client to supply door furniture,Y,,,,0,,,,Client to supply door furniture,,
3,dr1^,Drainage,Re-locate the SVP. Relocate gully. Decommission existing manholes & install new manhole.,Y,"£1,000.00",1.00,"1,000.00",0,,,,Re-locate the SVP. Relocate gully. Decommission existing manholes & install 1x new manhole.,,
3,dr2^,Drainage,Insert new rainwater soak-away if required.,Y,"£1,000.00",1.00,"1,000.00",0,,,,Insert new rainwater soak-away if required.,,
3,dr3^,Drainage,150mm GRP box gutter on top of the newly built side wall,Y,"£1,000.00",1.00,"1,000.00",0,,,,150mm GRP box gutter on top of the newly built side wall - Do not over sail the wall.,,
3,wp1#,Waste & Parking,Wait & Loads - Wait & load skips to be used to remove all waste from site...,Y,"£1,000.00",1.00,"1,000.00",0,,WAIT & LOADS ,,,,
3,wp1a^,Waste & Parking,Wait & Loads - Wait & load skips to be used to remove all waste from site...(notes),Y,,,,0,,,,Wait & load skips to be used to remove all waste from site. The front garden will be used to store waste temporarily between pickups.,,
3,wp2#,Waste & Parking,Parking - Parking permits included...,Y,"£1,000.00",1.00,"1,000.00",0,,PARKING ,,,,
3,wp2a^,Waste & Parking,Parking - Parking permits included...(notes),Y,,,,0,,,,Parking permits included. Please note the client may need to provide the parking permits to the team. The team is to reimburse the client.,,
3,wp3#,Waste & Parking,Front Drive - Front driveway to be used to accommodate a skip...,N,,,,0,,FRONT DRIVE ,,,,
3,wp3a^,Waste & Parking,Front Drive - Front driveway will be used to accommodate a skip... (notes),N,,,,0,,,,This quotation is based on the understanding that the front driveway will be used to accommodate a skip for the duration of the building works.,,
3B,frc1#,Further Requirements & Considerations,Kitchen Extraction,Y,"£5,000.00",1.00,"5,000.00",0,,KITCHEN EXTRACTION ,,,,
3B,frc1a,Further Requirements & Considerations,Kitchen Extraction (notes),Y,,,,0,,,,Insert 150mm ducting to accommodate kitchen extractor.,,
3B,frc2#,Further Requirements & Considerations,Venitlation,Y,"£1,000.00",1.00,"1,000.00",0,,VENTILATION,,,,
3B,frc2a,Further Requirements & Considerations,Ventilation (notes),Y,,,,0,,,,Insert adequate ventilation to either the roof or new wall as required by the building inspector.,,
3B,frc3#,Further Requirements & Considerations,Brick Work Detailing - Toothed In,Y,"£1,000.00",1.00,"1,000.00",0,,BRICK WORK DETAILING,,,,
3B,frc3a,Further Requirements & Considerations,Brick Work Detailing - Toothed In (notes),Y,,,,0,,,,TOOTHED IN – New bricks to the side return rear wall to be toothed in with the original outrigger rear wall. BRICK BOND – All new brick work facing the garden should match the original house bond at first floor level.,,
3B,frc4#,Further Requirements & Considerations,Secret Gutter ,N,"£1,000.00",1.00,"1,000.00",0,,SECRET GUTTER,,,,
3B,frc4a,Further Requirements & Considerations,Secret Gutter (notes),N,,,,0,,,,Create an internal rainwater downpipe within the cavity concealing its view from the rear. Insert ‘Hedge Hog’ gutter brush into the box gutter channels on the roof to avoid potential future blockages.,,
3B,dw1#,Demolition Works,Demolish Existing Extension (Outhouse),N,"£1,650.00",1.00,"1,650.00",0,,DEMOLISH EXISTING EXTENSION ,,,,
3B,dw1a,Demolition Works,Demolish Existing Extension (Outhouse) (notes),N,,,,0,,,,Demolish and remove existing rear extension.,,
3B,dw1b*,Demolition Works,Demolish Existing Extension (Outhouse) (guidance),N,,,,0,,,,,"£1,650 | *PLEASE NOTE - THIS COST ASSUMES ANY EXISTING FOUNDATIONS THAT NEED TO BE REMOVED ARE BRICK SPREADER FOOTINGS OR SHALLOW STRIP FOUNDATIONS (LESS THAN 500mm DEEP) - NOT CONCRETE TRENCH FOUNDATIONS.",
3B,dw2#,Demolition Works,Demolish Existing Extension (Up to 8.5m2),N,"£3,300.00",1.00,"3,300.00",0,,DEMOLISH EXISTING EXTENSION ,,,,
3B,dw2a,Demolition Works,Demolish Existing Extension (Up to 8.5m2) (notes),N,,,,0,,,,Demolish and remove existing rear extension.,,
3B,dw2b*,Demolition Works,Demolish Existing Extension (Up to 8.5m2) (guidance),N,,,,0,,,,,Up to 8.5m2 | *PLEASE NOTE - THIS COST ASSUMES ANY EXISTING FOUNDATIONS THAT NEED TO BE REMOVED ARE BRICK SPREADER FOOTINGS OR SHALLOW STRIP FOUNDATIONS (LESS THAN 500mm DEEP) - NOT CONCRETE TRENCH FOUNDATIONS.,
3B,dw3#,Demolition Works,Demolish Existing Extension (Over 8.5 m2) ,N,£385.00,8.50,"3,272.50",0,,DEMOLISH EXISTING EXTENSION ,,,,
3B,dw3a,Demolition Works,Demolish Existing Extension (Over 8.5 m2) ,N,,,,0,,,,Demolish and remove existing rear extension.,,
3B,dw3b*,Demolition Works,Demolish Existing Extension (Over 8.5 m2) ,N,,,,0,,,,,Over to 8.5m2 | *PLEASE NOTE - THIS COST ASSUMES ANY EXISTING FOUNDATIONS THAT NEED TO BE REMOVED ARE BRICK SPREADER FOOTINGS OR SHALLOW STRIP FOUNDATIONS (LESS THAN 500mm DEEP) - NOT CONCRETE TRENCH FOUNDATIONS.,
3B,dw4#,Further Requirements & Considerations,Demolish Garden Walls,N,"£5,000.00",1.00,"5,000.00",0,,DEMOLISH GARDEN WALLS,,,,
3B,dw4a,Further Requirements & Considerations,Demolish Garden Walls (notes),N,,,,0,,,,Demolish and remove existing garden walls.,,
3B,dw4b*,Further Requirements & Considerations,Demolish Garden Walls (guidance),N,,,,0,,,,,£230 pm2,
3B,frc7#,Further Requirements & Considerations,Canopy & Piers ,N,"£5,000.00",1.00,"5,000.00",0,,CANOPY & PIERS,,,,
3B,frc7a,Further Requirements & Considerations,CANOPY & PIERS (notes),N,,,,0,,,,Extend the canopy & piers by approx. 30cm as per the front-page image.,,
3B,frc7b*,Further Requirements & Considerations,CANOPY & PIERS (guidance),N,,,,0,,,,,"£5,000",
3B,dw5#,Further Requirements & Considerations,Garden Level,N,£750.00,14.00,"10,500.00",0,14,GARDEN LEVEL ,,,,
3B,dw5a,Further Requirements & Considerations,Garden Level (notes) ,N,,,,0,,,,As the garden is higher than the floor level of the extension this price included to dig out the garden by a further metre beyond the rear wall of the extension to the same floor level as the extension.,,
3B,dw5b*,Further Requirements & Considerations,Garden Level (guidance) ,N,,,,0,,,,,£750 pm3 0.4 deep  | *PLEASE NOTE – ANY FURTHER WORKS TO THE GARDEN TO BE PRICED SEPARATELY BY THE FOREMAN/ OTHERS,
3B,frc9#,Further Requirements & Considerations,Glass Valley Structure,Y,"£1,600.00",1.00,"1,600.00",0,,GLASS VALLEY STRUCTURE,,,,
3B,frc9a,Further Requirements & Considerations,Glass Valley Structure (notes),Y,,,,0,,,,Extend the party wall section up and insert support to roof to accommodate a glass valley outside the rear reception entrance into the kitchen. This detail focuses light directly into the rear reception to improve brightness within this space.,,
3B,frc9b*,Further Requirements & Considerations,Glass Valley Structure,Y,,,,0,,,,,"Standard £1,600 up to 2m / Large £2,300 up to 3m ",
3B,frc10#,Further Requirements & Considerations,Rear Reception Window Above Roofline,N,"£1,400.00",1.00,"1,400.00",0,,REAR RECEPTION WINDOW ABOVE ROOFLINE,,,,
3B,frc10a,Further Requirements & Considerations,Rear Reception Window Above Roofline (notes),N,,,,0,,,, Create opening for new angular window above the side return roof in the back wall of the rear reception.,,
3B,frc10b*,Further Requirements & Considerations,Rear Reception Window Above Roofline,N,,,,0,,,,,"£1,400",
3B,frc11#,Further Requirements & Considerations,"Rear Reception Opening (£2,350) ",Y,"£2,350.00",1.00,"2,350.00",0,,REAR RECEPTION OPENING,,,,
3B,frc11a,Further Requirements & Considerations,"Rear Reception Opening (£2,350) ",Y,,,,0,,,,Remove the existing door from the back wall of the rear reception and create a new opening of the same width accessing the kitchen. This price is based on creating steps that project into the new extension area. If we are required to recess the steps further back into the rear reception in order to achieve additional head height then this will need to be assessed on site and an additional cost may be required.,,
3B,frc11b*,Further Requirements & Considerations,Rear Reception Opening (£2350) ,Y,,,,0,,,,,"£2,350 | *PLEASE NOTE – INTERNAL DOORS FOR THIS OPENING ARE NOT INCLUDED.",
3B,frc12#,Further Requirements & Considerations,"Rear Reception Opening (£2,750)",N,"£2,750.00",1.00,"2,750.00",0,,REAR RECEPTION OPENING ,,,,
3B,frc12a,Further Requirements & Considerations,"Rear Reception Opening (£2,750) (notes)",N,,,,0,,,,Remove the existing window from the back wall of the rear reception and create a new opening of the same width accessing the kitchen. This price is based on creating steps that project into the new extension area. If we are required to recess the steps further back into the rear reception in order to achieve additional head height then this will need to be assessed on -site and an additional cost may be required.,,
3B,frc12b*,Further Requirements & Considerations,"Rear Reception Opening (£2,750)",N,,,,0,,,,,"£2,750 | *PLEASE NOTE – INTERNAL DOORS FOR THIS OPENING ARE NOT INCLUDED.",
3B,frc13#,Further Requirements & Considerations,"Rear Reception Opening With Glass Panel (£1,350)",N,"£1,350.00",1.00,"1,350.00",0,,REAR RECEPTION OPENING WITH GLASS PANEL ,,,,
3B,frc13a,Further Requirements & Considerations,"Rear Reception Opening With Glass Panel (£1,350) (notes) ",N,,,,0,,,,"Remove the existing window from the back wall of the rear reception, block up the opening using block or brickwork, to approx. 1.1m high and create a new opening of the same width above to accommodate new fixed glass panel.",,
3B,frc13b*,Further Requirements & Considerations,"Rear Reception Opening With Glass Panel (£1,350)",N,,,,0,,,,,"£1,350  | *PLEASE NOTE – FIXED GLASS PANEL NOT INCLUDED. THIS MAY NEED TO BE FIRE RATED.",
3B,frc14#,Further Requirements & Considerations,"Rear Reception Opening With Glass Panel (£2,350)",N,"£2,350.00",1.00,"2,350.00",0,,REAR RECEPTION OPENING WITH GLASS PANEL,,,,
3B,frc14a,Further Requirements & Considerations,"Rear Reception Opening With Glass Panel (£2,350) (notes)",N,,,,0,,,,"Remove the existing door from the back wall of the rear reception, block up the opening using block or brickwork, to approx. 1.1m high and create a new opening of the same width above to accommodate new fixed glass panel.",,
3B,frc14b*,Further Requirements & Considerations,"Rear Reception Opening With Glass Panel (£2,350) (guidance) ",N,,,,0,,,,,"£2,350  | *PLEASE NOTE – FIXED GLASS PANEL NOT INCLUDED. THIS MAY NEED TO BE FIRE RATED.",
3B,frc15#,Further Requirements & Considerations,"Block Up Rear Reception Opening (£2,600)",N,"£2,600.00",1.00,"2,600.00",0,,BLOCK UP REAR RECEPTION OPENING ,,,,
3B,frc15a,Further Requirements & Considerations,"Block Up Rear Reception Opening (£2,600)",N,,,,0,,,,Remove the existing door from the back wall of the rear reception and block up opening using block or brickwork. Plasterboard and skim on both sides.,,
